Time (s),AX (g),AY (g),AZ (g),GX (dps),GY (dps),GZ (dps),Roll Gyro Pure (deg),Pitch Gyro Pure (deg),Yaw Gyro Pure (deg),Roll Accel (deg),Pitch Accel (deg),Roll CF (deg),Pitch CF (deg),Yaw CF (deg),Compass Heading (deg)
3.374,-0.0112,0.0325,1.1555,0.1416,-0.4681,0.0424,0.4627,-0.0747,257.2715,1.6096,0.5566,1.2748,-1.2081,257.4656,257.49
3.394,-0.0010,0.0496,1.1646,0.3477,-0.3688,-1.6828,0.4697,-0.0821,257.3051,2.4369,0.0480,1.3280,-1.1649,257.4990,257.49
3.414,0.0042,0.0383,1.1533,0.0729,-0.4299,0.3554,0.4711,-0.0907,257.2980,1.9035,-0.2061,1.3524,-1.1348,257.5081,257.90
3.435,0.0183,0.0352,1.0811,-0.1256,-0.2696,0.1569,0.4686,-0.0961,257.2949,1.8626,-0.9699,1.3704,-1.1334,257.5230,257.96
3.455,0.0620,0.0081,1.0955,0.0729,0.2724,-0.1026,0.4701,-0.0906,257.2969,0.4214,-3.2399,1.3338,-1.2124,257.5426,257.97
3.475,0.0591,0.0154,1.1218,0.5080,-0.3536,0.3096,0.4802,-0.0977,257.2908,0.7855,-3.0145,1.3217,-1.2913,257.5400,257.62
3.495,0.0532,0.0081,1.1016,0.2637,0.3869,-0.2019,0.4855,-0.0900,257.2948,0.4190,-2.7661,1.2906,-1.3429,257.5472,257.62
3.515,0.0537,0.0066,1.1147,0.2027,0.3258,-0.2095,0.4896,-0.0835,257.2990,0.3388,-2.7585,1.2564,-1.3932,257.5523,257.57
3.535,0.0417,0.0068,1.1621,-1.3775,0.0663,-0.2553,0.4620,-0.0821,257.3041,0.3370,-2.0574,1.1932,-1.4185,257.5577,257.57
3.555,0.0232,0.0276,1.1438,0.5843,-0.0329,0.0577,0.4737,-0.0828,257.3029,1.3817,-1.1613,1.2120,-1.4089,257.5545,257.50
3.575,0.0127,0.0442,1.1589,0.6454,-0.3688,-1.6446,0.4866,-0.0902,257.3358,2.1836,-0.6272,1.2632,-1.3847,257.5837,257.50
3.595,-0.0002,0.0527,1.1121,0.0195,-0.3001,0.2332,0.4870,-0.0962,257.3312,2.7150,0.0126,1.3217,-1.3345,257.5756,257.49
3.615,-0.0042,0.0522,1.0994,-0.2630,0.3793,-0.1866,0.4817,-0.0886,257.3349,2.7209,0.2161,1.3726,-1.2652,257.5857,257.74
3.635,0.0120,0.0510,1.0977,-0.0645,-0.4452,2.2103,0.4805,-0.0975,257.2907,2.6615,-0.6237,1.4229,-1.2481,257.5493,257.74
3.655,0.0464,0.0225,1.0991,-0.1408,-0.1475,2.1569,0.4776,-0.1004,257.2476,1.1707,-2.4161,1.4101,-1.2977,257.5168,257.77
3.675,0.0435,0.0464,1.0728,-0.4004,0.2953,-0.2019,0.4696,-0.0945,257.2516,2.4760,-2.3176,1.4451,-1.3328,257.5312,257.78
3.696,0.0471,-0.0063,1.1599,2.0882,-0.3078,0.0424,0.5114,-0.1007,257.2507,-0.3135,-2.3262,1.4148,-1.3785,257.5369,257.70
3.716,0.0278,0.0247,1.1135,-0.1179,0.1350,-0.3011,0.5090,-0.0980,257.2568,1.2686,-1.4314,1.4067,-1.3780,257.5485,257.68
3.736,0.0259,0.0322,1.1467,1.8439,0.4632,-0.0110,0.5459,-0.0887,257.2570,1.6098,-1.2923,1.4502,-1.3657,257.5541,257.68
3.756,0.0203,0.0208,1.1143,-0.3775,0.4632,-0.1713,0.5384,-0.0795,257.2604,1.0670,-1.0417,1.4276,-1.3438,257.5624,257.68
3.776,-0.0090,0.0466,1.0669,0.3019,0.0663,0.2485,0.5444,-0.0781,257.2554,2.5026,0.4846,1.4764,-1.2694,257.5624,257.68
3.796,-0.0115,-0.0029,1.1760,-0.1943,0.4556,-0.1561,0.5405,-0.0690,257.2586,-0.1427,0.5590,1.4079,-1.1875,257.5701,257.68
3.816,0.0032,0.0278,1.1062,-1.2172,-0.2009,-1.6752,0.5162,-0.0730,257.2921,1.4413,-0.1643,1.3859,-1.1504,257.6067,257.68
3.836,0.0095,0.0371,1.0945,-1.1103,-0.5597,-1.5454,0.4940,-0.0842,257.3230,1.9419,-0.4981,1.3868,-1.1351,257.6394,257.68
3.856,0.0459,0.0295,1.1218,-0.1637,0.4022,-0.1790,0.4907,-0.0762,257.3266,1.5084,-2.3421,1.3886,-1.1757,257.6444,257.68
3.876,0.0376,0.0046,1.1418,2.0271,0.3335,-1.6294,0.5312,-0.0695,257.3591,0.2328,-1.8859,1.3812,-1.1977,257.6772,257.68
3.896,0.0542,0.0142,1.1433,0.6530,-0.3841,0.3401,0.5443,-0.0772,257.3523,0.7096,-2.7139,1.3669,-1.2657,257.6718,257.71
3.916,0.0435,0.0408,1.1179,-0.0569,0.4861,-0.2859,0.5432,-0.0675,257.3581,2.0887,-2.2247,1.3947,-1.2947,257.6788,257.71
3.937,0.0190,0.0276,1.1572,0.2485,-0.5444,0.2867,0.5481,-0.0784,257.3523,1.3657,-0.9425,1.3983,-1.2911,257.6746,257.71
3.957,-0.0017,0.0203,1.1270,-0.0874,0.2953,-0.3317,0.5464,-0.0725,257.3590,1.0301,0.0869,1.3819,-1.2303,257.6823,257.71
3.977,-0.0120,0.0374,1.1189,-0.3851,0.4251,-0.2782,0.5387,-0.0640,257.3645,1.9121,0.6122,1.3957,-1.1484,257.6888,257.71
3.997,0.0117,0.0144,1.1201,-1.5836,-0.1551,-1.6065,0.5070,-0.0671,257.3967,0.7368,-0.5994,1.3389,-1.1294,257.7205,257.71
4.017,0.0000,0.0327,1.0994,0.3935,-0.3612,1.7370,0.5149,-0.0743,257.3619,1.7045,-0.0000,1.3611,-1.0912,257.6867,257.71
4.037,0.0293,-0.0024,1.1401,0.4469,-0.3383,1.7599,0.5238,-0.0811,257.3267,-0.1227,-1.4719,1.3104,-1.1129,257.6539,257.71
4.057,0.0569,0.0317,1.1133,1.9813,0.4098,0.1798,0.5634,-0.0729,257.3231,1.6330,-2.9239,1.3613,-1.1775,257.6527,257.71
4.080,-0.0120,0.0554,1.1104,2.0118,0.1808,0.0653,0.6037,-0.0692,257.3218,2.8574,0.6165,1.4598,-1.1023,257.6537,257.71
4.101,0.0466,0.0352,1.1448,2.0805,0.0510,-0.3698,0.6453,-0.0682,257.3292,1.7590,-2.3315,1.5117,-1.1504,257.6587,257.60
4.122,0.0557,0.0225,1.1113,0.3630,-0.5597,0.3401,0.6525,-0.0794,257.3224,1.1578,-2.8668,1.5045,-1.2298,257.6492,257.58
4.142,0.0542,-0.0156,1.1479,0.3706,-0.1780,-0.2095,0.6600,-0.0830,257.3266,-0.7798,-2.7029,1.4202,-1.2922,257.6506,257.58
4.162,0.0427,0.0374,1.1716,-0.1027,0.3106,-0.2782,0.6579,-0.0768,257.3322,1.8261,-2.0874,1.4345,-1.3180,257.6575,257.69
4.182,0.0156,0.0278,1.1609,0.5309,-2.3307,0.2714,0.6685,-0.1234,257.3267,1.3734,-0.7709,1.4423,-1.3409,257.6543,257.71
4.202,0.0022,0.0422,1.1404,-0.1332,0.2495,0.0882,0.6659,-0.1184,257.3250,2.1211,-0.1103,1.4668,-1.2869,257.6548,257.71
4.222,-0.0090,0.0454,1.1179,-0.1714,0.4098,-0.1713,0.6624,-0.1102,257.3284,2.3261,0.4626,1.4979,-1.2090,257.6494,257.44
4.242,0.0220,0.0249,1.0994,-1.4462,-0.0253,0.2638,0.6335,-0.1107,257.3231,1.2976,-1.1447,1.4621,-1.2069,257.6344,257.40
4.262,0.0095,0.0007,1.1267,-0.0645,0.4938,-0.3164,0.6322,-0.1008,257.3294,0.0372,-0.4842,1.4039,-1.1686,257.6308,257.39
4.282,0.0327,0.0085,1.1240,-1.2782,-0.3536,0.4317,0.6067,-0.1079,257.3208,0.4356,-1.6671,1.3406,-1.1953,257.6131,257.39
4.302,0.0420,0.0139,1.1553,0.5920,-0.2849,2.0271,0.6185,-0.1136,257.2803,0.6901,-2.0815,1.3260,-1.2362,257.5653,257.39
4.323,0.0325,0.0332,1.0830,-1.5073,-0.0711,0.2561,0.5883,-0.1150,257.2751,1.7560,-1.7165,1.3142,-1.2568,257.5535,257.39
4.343,0.0259,0.0234,1.1211,0.2256,-0.4604,-0.1866,0.5929,-0.1242,257.2789,1.1976,-1.3221,1.3139,-1.2682,257.5668,257.80
4.363,0.0076,0.0374,1.1130,-0.3317,0.3487,-0.4004,0.5862,-0.1172,257.2869,1.9221,-0.3894,1.3319,-1.2264,257.5838,257.80
4.383,0.0120,0.0056,1.1501,2.2866,-0.3307,2.0271,0.6320,-0.1239,257.2463,0.2797,-0.5959,1.3337,-1.2075,257.5558,257.86
4.403,0.0142,0.0354,1.0854,-1.2477,-0.3536,-0.3240,0.6070,-0.1309,257.2528,1.8680,-0.7470,1.3311,-1.1959,257.5745,257.87
4.423,0.0137,0.0159,1.0493,-1.4920,-0.0329,0.1798,0.5772,-0.1316,257.2492,0.8664,-0.7464,1.2839,-1.1785,257.5828,257.87
4.443,0.0168,0.0100,1.1140,0.7828,-0.4299,-1.6523,0.5928,-0.1402,257.2823,0.5148,-0.8663,1.2681,-1.1743,257.6259,257.87
4.463,0.0601,-0.0022,1.1343,-1.4538,0.0205,-1.6217,0.5637,-0.1398,257.3147,-0.1110,-3.0309,1.1851,-1.2482,257.6668,257.87
4.483,0.0620,-0.0134,1.1414,0.4851,-2.4833,0.3630,0.5734,-0.1894,257.3074,-0.6740,-3.1097,1.1200,-1.3703,257.6679,257.87
4.503,0.0522,0.0300,1.1709,-0.1103,0.2571,-0.3317,0.5712,-0.1843,257.3141,1.4691,-2.5540,1.1319,-1.4127,257.6617,257.35
4.524,0.0000,0.0410,1.1475,-0.0034,0.2800,-0.2706,0.5712,-0.1787,257.3195,2.0471,-0.0000,1.1684,-1.3508,257.6514,257.28
4.544,0.0037,0.0276,1.1179,-0.3011,0.3487,-0.3011,0.5651,-0.1717,257.3255,1.4137,-0.1876,1.1724,-1.2976,257.6422,257.28
4.564,0.0054,0.0579,1.1047,-1.5454,-0.1017,0.1264,0.5342,-0.1738,257.3230,2.9982,-0.2782,1.2158,-1.2588,257.6389,257.62
4.584,0.0073,0.0125,1.1597,-0.1790,0.2648,-0.2782,0.5307,-0.1685,257.3286,0.6152,-0.3618,1.1883,-1.2178,257.6455,257.67
4.604,0.0315,0.0344,1.1204,0.1340,-0.0482,0.2027,0.5333,-0.1694,257.3245,1.7599,-1.6094,1.2138,-1.2344,257.6427,257.67
4.624,0.0613,0.0308,1.0947,0.6607,-0.1322,0.2332,0.5466,-0.1721,257.3198,1.6096,-3.2026,1.2423,-1.3157,257.6343,257.54
4.644,0.0557,0.0046,1.1489,2.3095,-0.5062,0.3248,0.5927,-0.1822,257.3133,0.2313,-2.7737,1.2462,-1.3837,257.6237,257.53
4.664,0.0571,0.0242,1.0640,-1.5531,-0.0864,-0.0034,0.5617,-0.1839,257.3134,1.3014,-3.0727,1.2186,-1.4529,257.6197,257.52
4.684,0.0291,0.0371,1.1472,2.2256,-2.4070,1.6989,0.6062,-0.2321,257.2794,1.8527,-1.4499,1.2867,-1.4990,257.5833,257.52
4.704,0.0024,0.0374,1.1235,-0.2706,0.4709,-0.1103,0.6008,-0.2226,257.2816,1.9042,-0.1244,1.3062,-1.4350,257.5731,257.28
4.724,-0.0115,0.0435,1.0852,-1.3928,-0.1322,-1.6294,0.5729,-0.2253,257.3142,2.2932,0.6053,1.3189,-1.3559,257.5911,257.24
4.744,-0.0027,0.0425,1.1287,-0.4157,0.3182,-1.5454,0.5646,-0.2189,257.3451,2.1555,0.1362,1.3444,-1.2901,257.6281,257.77
4.765,0.0051,0.0332,1.1072,-1.5073,-0.4833,-1.6599,0.5345,-0.2286,257.3783,1.7177,-0.2652,1.3304,-1.2584,257.6658,257.77
4.785,0.0486,0.0317,1.1272,-0.1790,0.2724,-0.4385,0.5309,-0.2231,257.3871,1.6128,-2.4670,1.3382,-1.3015,257.6818,257.85
4.805,0.0371,0.0127,1.1521,-0.0874,1.3106,2.0806,0.5291,-0.1969,257.3455,0.6313,-1.8448,1.3083,-1.2981,257.6493,257.87
4.825,0.0576,0.0127,1.1873,2.1111,0.2953,-0.1713,0.5714,-0.1910,257.3489,0.6126,-2.7782,1.3210,-1.3516,257.6612,257.87
4.845,0.0093,0.0466,1.0627,0.3630,0.0052,0.2180,0.5786,-0.1909,257.3446,2.5124,-0.4997,1.3756,-1.3175,257.6654,257.87
4.865,0.0256,0.0273,1.0776,2.2561,0.4022,-0.1484,0.6237,-0.1829,257.3475,1.4535,-1.3623,1.4221,-1.3115,257.6763,257.87
4.885,-0.0103,0.0515,1.1057,-0.1790,0.2113,-0.0034,0.6202,-0.1787,257.3476,2.6674,0.5307,1.4684,-1.2338,257.6841,257.87
4.905,0.0063,0.0300,1.0779,0.3095,0.1350,0.1569,0.6264,-0.1760,257.3445,1.5958,-0.3373,1.4795,-1.1953,257.6885,257.87
4.925,0.0095,0.0010,1.1633,-0.0645,0.1884,-0.1255,0.6251,-0.1722,257.3470,0.0481,-0.4689,1.4210,-1.1627,257.6981,257.87
4.945,0.0222,0.0088,1.0920,-1.4080,-0.1246,-1.6828,0.5969,-0.1747,257.3806,0.4611,-1.1654,1.3556,-1.1652,257.7372,257.87
4.965,0.0574,0.0144,1.1443,0.5156,-0.4146,0.5233,0.6072,-0.1830,257.3702,0.7212,-2.8701,1.3401,-1.2413,257.7368,257.98
4.985,0.0488,0.0249,1.1746,-0.0340,0.1121,-0.1255,0.6065,-0.1807,257.3727,1.2146,-2.3800,1.3344,-1.2847,257.7495,257.99
5.006,0.0566,0.0012,1.1035,0.4011,0.0663,-0.4004,0.6146,-0.1794,257.3807,0.0634,-2.9383,1.2913,-1.3496,257.7671,258.00
5.026,0.0461,0.0381,1.1357,-0.1866,0.2800,-0.2782,0.6108,-0.1738,257.3862,1.9206,-2.3252,1.3129,-1.3832,257.7816,258.00
5.046,0.0200,0.0171,1.1243,-0.3699,0.3564,-0.1561,0.6034,-0.1667,257.3894,0.8709,-1.0200,1.2881,-1.3619,257.7932,258.00
5.066,-0.0068,0.0022,1.1448,0.0958,0.0587,0.0195,0.6053,-0.1655,257.3890,0.1100,0.3421,1.2428,-1.2926,257.8010,258.00
5.086,-0.0105,0.0352,1.0642,-1.5302,-0.2620,-1.6217,0.5747,-0.1707,257.4214,1.8921,0.5649,1.2394,-1.2233,257.8400,258.00
5.106,0.0259,0.0122,1.0957,0.6301,-0.4833,-1.6675,0.5873,-0.1804,257.4548,0.6383,-1.3529,1.2274,-1.2378,257.8783,258.00
5.126,0.0330,0.0405,1.0986,-0.0874,0.2800,-0.0492,0.5856,-0.1748,257.4557,2.1126,-1.7172,1.2612,-1.2516,257.8840,258.00
5.146,0.0579,-0.0066,1.1455,1.9508,0.2190,-1.6599,0.6246,-0.1704,257.4889,-0.3297,-2.8916,1.2350,-1.3130,257.9203,258.00
5.166,0.0620,0.0056,1.1619,1.9050,0.2113,-0.1790,0.6627,-0.1662,257.4925,0.2769,-3.0551,1.2332,-1.3786,257.9268,258.00
5.186,0.0073,0.0364,1.1492,0.4622,-0.3154,2.2027,0.6720,-0.1725,257.4485,1.8131,-0.3650,1.2653,-1.3441,257.8874,258.00
5.206,0.0205,0.0330,1.1184,-0.1866,-0.3612,2.0500,0.6682,-0.1797,257.4075,1.6880,-1.0500,1.2786,-1.3393,257.8524,258.00
5.227,-0.0020,0.0613,1.0891,0.0576,0.3258,0.0042,0.6694,-0.1732,257.4074,3.2204,0.1026,1.3574,-1.2753,257.8321,257.35
5.247,0.0081,-0.0156,1.1584,-0.1256,0.3564,-0.4004,0.6669,-0.1661,257.4154,-0.7728,-0.3984,1.2698,-1.2334,257.8166,257.25
5.267,0.0034,0.0359,1.1072,0.2179,0.2495,0.0271,0.6712,-0.1611,257.4148,1.8566,-0.1768,1.2974,-1.1864,257.7934,257.25
5.287,0.0271,0.0139,1.1074,2.2408,-0.4757,2.1874,0.7160,-0.1706,257.3711,0.7199,-1.4017,1.3174,-1.2041,257.7291,257.24
5.307,0.0471,0.0398,1.0979,-0.0569,0.1732,0.0348,0.7149,-0.1671,257.3704,2.0759,-2.4559,1.3466,-1.2509,257.7087,257.23
5.327,0.0549,0.0015,1.1379,1.9355,0.0434,-1.5607,0.7536,-0.1663,257.4016,0.0738,-2.7637,1.3329,-1.3105,257.7196,257.23
5.347,0.0728,0.0154,1.1602,1.9126,0.3029,-0.3622,0.7919,-0.1602,257.4089,0.7596,-3.5880,1.3467,-1.3958,257.7071,257.23
5.367,0.0090,0.0391,1.1355,0.4393,1.3335,0.3096,0.8006,-0.1336,257.4027,1.9703,-0.4555,1.3800,-1.3326,257.6823,257.23
5.387,-0.0073,0.0552,1.0679,-1.5836,-0.4757,-0.2171,0.7690,-0.1431,257.4070,2.9578,0.3924,1.4127,-1.2727,257.6685,257.23
5.407,-0.0027,0.0483,1.1067,0.1416,0.4785,-0.1484,0.7718,-0.1335,257.4100,2.5011,0.1389,1.4590,-1.2071,257.6539,257.23
5.427,0.0027,0.0029,1.1257,0.4393,-0.5520,0.1416,0.7806,-0.1445,257.4071,0.1491,-0.1367,1.4150,-1.1749,257.6442,257.48
5.447,0.0217,0.0103,1.1079,2.3019,0.5090,-0.1942,0.8266,-0.1344,257.4110,0.5303,-1.1235,1.4238,-1.1630,257.6428,257.52
5.468,0.0581,0.0208,1.1072,2.1950,1.2800,0.3783,0.8705,-0.1088,257.4035,1.0738,-3.0036,1.4520,-1.2121,257.6305,257.52
5.488,0.0479,0.0012,1.1345,-1.5760,-0.4223,-0.0034,0.8390,-0.1172,257.4035,0.0616,-2.4152,1.3661,-1.2683,257.6252,257.50
5.508,0.0620,0.0479,1.1221,2.1645,-0.3917,2.1951,0.8823,-0.1250,257.3596,2.4419,-3.1604,1.4507,-1.3515,257.5778,257.49
5.528,0.0369,0.0356,1.1304,-0.1637,0.3182,-0.1637,0.8790,-0.1187,257.3629,1.8061,-1.8670,1.4618,-1.3660,257.5776,257.49
5.548,0.0205,0.0264,1.0996,-0.3775,0.3106,-0.1561,0.8715,-0.1125,257.3660,1.3736,-1.0681,1.4510,-1.3482,257.5772,257.49
5.568,0.0002,0.0159,1.1663,0.3782,-0.2543,1.9279,0.8790,-0.1175,257.3275,0.7796,-0.0120,1.4314,-1.2996,257.5369,257.49
5.588,0.0081,0.0430,1.0757,0.3630,-2.0635,-0.2706,0.8863,-0.1588,257.3329,2.2875,-0.4288,1.4726,-1.3044,257.5404,257.49
5.608,0.0352,0.0554,1.0938,-1.4615,0.0129,-1.5530,0.8571,-0.1586,257.3639,2.9007,-1.8387,1.5017,-1.3255,257.5683,257.49
5.628,0.0457,0.0256,1.1572,1.9508,0.0663,1.8974,0.8961,-0.1572,257.3260,1.2690,-2.2587,1.5298,-1.3616,257.5245,257.38
5.648,0.0598,0.0000,1.1436,1.7905,0.0052,-1.5836,0.9319,-0.1571,257.3577,0.0000,-2.9942,1.5030,-1.4268,257.5486,257.37
5.668,0.0564,0.0254,1.1492,2.1340,-2.4146,-0.0110,0.9746,-0.2054,257.3579,1.2657,-2.8089,1.5345,-1.5284,257.5415,257.37
5.689,0.0220,0.0356,1.1609,-0.3241,0.2190,-0.2706,0.9681,-0.2010,257.3633,1.7587,-1.0838,1.5372,-1.5064,257.5450,257.50
5.709,0.0068,0.0464,1.1404,2.1340,-0.0100,-0.2553,1.0108,-0.2012,257.3684,2.3293,-0.3432,1.6099,-1.4601,257.5489,257.52
5.729,-0.0061,0.0352,1.0850,-1.5149,0.1808,0.2332,0.9805,-0.1976,257.3637,1.8559,0.3221,1.5906,-1.3853,257.5432,257.52
5.749,0.0134,0.0212,1.0923,-1.2324,-0.2620,-1.5454,0.9558,-0.2029,257.3946,1.1140,-0.7042,1.5479,-1.3631,257.5720,257.52
5.769,0.0034,0.0203,1.1150,-0.0721,0.3945,-0.3240,0.9544,-0.1950,257.4011,1.0412,-0.1756,1.5263,-1.3080,257.5763,257.52
5.789,0.0466,-0.0063,1.1143,2.1950,0.3182,-1.6217,0.9983,-0.1886,257.4336,-0.3264,-2.3963,1.4943,-1.3455,257.6052,257.52
5.809,0.0454,0.0142,1.1670,0.6149,-0.3612,0.0195,1.0106,-0.1958,257.4332,0.6952,-2.2282,1.4741,-1.3877,257.6016,257.52
5.829,0.0549,0.0520,1.0625,-1.4615,0.0205,0.2256,0.9814,-0.1954,257.4287,2.8020,-2.9560,1.4992,-1.4500,257.5950,257.55
5.849,0.0278,0.0176,1.1575,-0.2630,-0.1246,1.9584,0.9761,-0.1979,257.3895,0.8701,-1.3773,1.4690,-1.4495,257.5555,257.55
5.869,0.0078,0.0557,1.1267,-0.4080,0.5243,-0.0950,0.9679,-0.1874,257.3914,2.8283,-0.3968,1.5155,-1.3973,257.5572,257.55
5.889,-0.0054,-0.0051,1.1660,0.6149,-0.4070,2.0653,0.9802,-0.1956,257.3501,-0.2519,0.2639,1.4566,-1.3387,257.5099,257.37
5.910,0.0042,0.0474,1.0862,0.2179,-0.3688,1.9890,0.9846,-0.2029,257.3103,2.4968,-0.2187,1.5024,-1.3010,257.4661,257.37
5.930,0.0039,0.0378,1.0735,0.3324,0.0205,0.1416,0.9912,-0.2025,257.3075,2.0189,-0.2084,1.5295,-1.2569,257.4583,257.34
5.950,0.0471,-0.0085,1.1350,0.4393,1.3487,-1.5836,1.0000,-0.1756,257.3391,-0.4313,-2.3772,1.4595,-1.2758,257.4838,257.34
5.970,0.0574,0.0051,1.1062,-1.4767,0.0281,0.1493,0.9705,-0.1750,257.3362,0.2655,-2.9689,1.3834,-1.3430,257.4750,257.34
5.990,0.0547,0.0137,1.1423,0.4393,-0.3230,0.1264,0.9793,-0.1815,257.3336,0.6857,-2.7407,1.3639,-1.4051,257.4670,257.34
6.010,0.0576,0.0305,1.1592,-0.1790,0.3793,-0.3546,0.9757,-0.1739,257.3407,1.5081,-2.8446,1.3662,-1.4554,257.4686,257.34
6.030,-0.0002,0.0269,1.0703,-1.5836,-0.0558,-1.6599,0.9440,-0.1750,257.3739,1.4373,0.0131,1.3387,-1.3977,257.4926,257.27
6.050,0.0015,0.0432,1.0645,2.1340,0.3640,-0.3164,0.9867,-0.1677,257.3802,2.3247,-0.0788,1.4191,-1.3380,257.4895,257.26
6.070,-0.0105,0.0559,1.0703,0.1874,0.0739,-1.6370,0.9905,-0.1662,257.4130,2.9902,0.5612,1.4855,-1.2606,257.5119,257.26
6.090,0.0029,0.0212,1.0928,-1.4004,-0.3994,-1.6675,0.9624,-0.1742,257.4463,1.1135,-0.1536,1.4437,-1.2240,257.5418,257.46
6.110,0.0027,0.0027,1.1692,-0.0492,0.3411,-0.0492,0.9615,-0.1674,257.4473,0.1316,-0.1316,1.3903,-1.1737,257.5407,257.49
6.130,0.0247,-0.0068,1.1196,0.5004,-0.4452,0.3096,0.9715,-0.1763,257.4411,-0.3498,-1.2616,1.3303,-1.1858,257.5326,257.49
6.150,0.0525,0.0068,1.1455,0.4927,-0.4452,0.3859,0.9813,-0.1852,257.4334,0.3419,-2.6236,1.3002,-1.2519,257.5236,257.49
6.171,0.0332,0.0229,1.1589,-0.0111,0.0663,-0.1790,0.9811,-0.1839,257.4370,1.1344,-1.6407,1.2934,-1.2661,257.5332,257.68
6.191,0.0266,0.0254,1.0823,-1.3164,-0.2696,2.0577,0.9548,-0.1893,257.3958,1.3439,-1.4081,1.2701,-1.2770,257.5006,257.71
6.211,0.0032,0.0500,1.1169,-0.1485,0.4251,-0.2859,0.9518,-0.1808,257.4016,2.5656,-0.1626,1.3191,-1.2243,257.5143,257.71
6.231,-0.0073,0.0354,1.0657,0.3248,0.0205,0.0119,0.9583,-0.1804,257.4013,1.9026,0.3936,1.3487,-1.1592,257.4948,257.03
6.251,0.0088,-0.0046,1.1523,1.8973,0.3182,-0.3546,0.9962,-0.1740,257.4084,-0.2306,-0.4370,1.3219,-1.1242,257.4791,256.93
6.271,0.0146,0.0181,1.0964,-1.5378,0.1808,-0.1179,0.9655,-0.1704,257.4108,0.9440,-0.7653,1.2773,-1.1063,257.4595,256.93
6.291,0.0339,0.0144,1.1111,2.2485,-0.5062,2.0195,1.0105,-0.1805,257.3704,0.7428,-1.7493,1.2991,-1.1418,257.3991,256.92
6.311,0.0332,0.0166,1.1240,-0.0340,0.3945,-0.1790,1.0098,-0.1726,257.3740,0.8462,-1.6918,1.2803,-1.1562,257.3832,256.92
6.331,0.0403,0.0105,1.1533,1.8897,0.0358,-1.6370,1.0476,-0.1719,257.4067,0.5215,-2.0003,1.2862,-1.1893,257.3959,256.92
6.351,0.0554,0.0071,1.1614,-0.0263,0.2419,-0.2019,1.0470,-0.1671,257.4107,0.3493,-2.7320,1.2483,-1.2463,257.3805,256.91
6.371,0.0083,0.0359,1.1057,-1.4080,1.3564,0.3325,1.0189,-0.1399,257.4041,1.8590,-0.4299,1.2457,-1.1876,257.3555,256.91
6.391,0.0190,0.0464,1.1191,0.1111,-0.4833,1.7829,1.0211,-0.1496,257.3684,2.3735,-0.9740,1.2929,-1.1884,257.3037,256.91
6.412,-0.0098,0.0520,1.1016,-0.1866,0.4022,-0.1942,1.0174,-0.1416,257.3723,2.7028,0.5074,1.3457,-1.1128,257.2919,256.91
6.432,0.0120,-0.0076,1.1516,2.2790,-0.4528,0.4088,1.0630,-0.1506,257.3641,-0.3765,-0.5952,1.3206,-1.1008,257.2788,257.16
6.452,0.0283,0.0176,1.1013,2.2103,0.1808,-0.1179,1.1072,-0.1470,257.3665,0.9144,-1.4728,1.3468,-1.1122,257.2779,257.20
6.472,0.0591,0.0308,1.0950,0.7828,-0.4528,0.5462,1.1228,-0.1561,257.3556,1.6092,-3.0873,1.3723,-1.1999,257.2642,257.20
6.492,0.0549,0.0015,1.1472,0.4240,-0.5215,0.3096,1.1313,-0.1665,257.3494,0.0732,-2.7414,1.3285,-1.2716,257.2677,257.50
6.512,0.0498,0.0605,1.1440,2.2408,0.0892,-0.3088,1.1761,-0.1647,257.3556,3.0295,-2.4893,1.4395,-1.3186,257.2846,257.54
6.532,0.0181,0.0186,1.1492,-0.2630,0.3869,0.1951,1.1709,-0.1570,257.3517,0.9250,-0.9006,1.4139,-1.2944,257.2912,257.54
6.552,0.0024,0.0281,1.0994,0.2714,0.1350,0.0882,1.1763,-0.1543,257.3499,1.4629,-0.1272,1.4211,-1.2452,257.2999,257.55
6.572,0.0073,0.0090,1.1367,0.1721,-0.1704,-1.6217,1.1797,-0.1577,257.3823,0.4553,-0.3692,1.3858,-1.2134,257.3411,257.55
6.592,-0.0151,0.0339,1.1067,-1.3241,-0.4910,1.9126,1.1532,-0.1675,257.3441,1.7564,0.7832,1.3752,-1.1429,257.3128,257.55
6.612,0.0059,0.0364,1.0955,0.6836,-0.3307,-1.6446,1.1669,-0.1741,257.3770,1.9019,-0.3063,1.4094,-1.1158,257.3539,257.55
6.632,0.0291,-0.0144,1.1199,0.0347,0.0510,0.2103,1.1676,-0.1731,257.3728,-0.7369,-1.4860,1.3242,-1.1297,257.3578,257.55
6.653,0.0464,0.0100,1.1455,0.5843,-2.3917,1.7370,1.1793,-0.2209,257.3380,0.5007,-2.3188,1.3024,-1.2231,257.3322,257.55
6.673,0.0515,0.0066,1.1458,0.0347,-0.1322,-0.3927,1.1800,-0.2236,257.3459,0.3296,-2.5743,1.2642,-1.2797,257.3485,257.55
6.693,0.0256,0.0232,1.0713,-1.4004,-0.2085,-1.5454,1.1520,-0.2277,257.3768,1.2403,-1.3704,1.2364,-1.2874,257.3863,257.55
6.713,0.0081,0.0310,1.1411,0.0042,-0.4528,1.8821,1.1521,-0.2368,257.3391,1.5564,-0.4044,1.2492,-1.2607,257.3567,257.55
